contigName	contigLen	totalAvgDepth	edges.bam	edges.bam-var
edge_625	12039	34.9198	34.9198	9.14304
edge_626	7452	1.35511	1.35511	1.2042
edge_627	2.80616e+06	38.111	38.111	43.6993
edge_628	32658	328.217	328.217	3085.96
edge_629	33604	3.729	3.729	1.37613
edge_630	19523	0.831415	0.831415	0.95951
edge_631	6568	14.0343	14.0343	4.18458
edge_632	12466	0.220689	0.220689	0.213188
edge_633	1896	0.107102	0.107102	0.0956893
edge_634	2.2055e+06	8.95035	8.95035	5633.81
edge_635	171857	3.41548	3.41548	3.84932
edge_636	7491	11.2105	11.2105	4.20645
edge_637	19406	8.12708	8.12708	2.05796
edge_638	3037	0	0	0
edge_639	9858	10.0267	10.0267	9.34115
edge_640	11679	2.77101	2.77101	0.184728
edge_641	1679	0.576194	0.576194	0.244355
edge_642	120131	4.6931	4.6931	5.42616
edge_643	191086	7.66202	7.66202	15.9665
edge_644	127098	5.62553	5.62553	3.82814
edge_645	106427	42.1105	42.1105	24.1852
edge_646	4318	6.4249	6.42514	0.262689
edge_647	4941	32.6493	32.6493	31.8582
edge_648	13008	19.729	19.729	89.976
edge_649	9763	6.65016	6.65016	6.47193
edge_650	7443	21.9065	21.9065	2.65329
edge_651	143245	30.0841	30.0841	13.976
edge_652	97949	4.44589	4.44589	5.06148
edge_653	30281	6.60894	6.60894	3.10827
edge_654	3962	3.83631	3.83631	0.136933
edge_655	4111	0	0	0
edge_656	74267	8.25218	8.25218	13.4979
edge_657	30546	4.62206	4.62206	3.90833
edge_658	906208	88.9139	88.9139	101.928
edge_659	36851	13.8073	13.8073	11.5014
edge_660	42401	3.51883	3.51883	3.45057
edge_661	49767	15.995	15.995	15.1917
edge_662	216737	14.4	14.4	14.0809
edge_663	53794	4.31288	4.31288	2.34014
edge_664	706989	14.5604	14.5604	18.0615
edge_665	55368	10.7835	10.7835	7.13802
edge_666	18874	3.63784	3.63784	2.05387
edge_667	11736	3.40463	3.40463	0.784754
edge_668	194191	7.96229	7.96229	9.70611
edge_669	28491	8.44099	8.44099	7.88061
edge_670	33546	8.32267	8.32267	3.09489
edge_671	9707	2.59851	2.59851	0.977355
edge_672	17132	3.99311	3.99311	7.37922
edge_673	10206	2.41687	2.41687	0.874765
edge_674	132894	8.07395	8.07395	8.91318
edge_675	22359	10.6238	10.6238	2.4804
edge_676	10166	7.85883	7.85883	1.32954
edge_677	59866	11.7246	11.7246	4.40371
edge_678	42140	2.23725	2.23725	1.49967
edge_679	12636	2.70823	2.70823	0.236609
edge_680	24965	6.07391	6.07391	0.668902
edge_681	2.85669e+06	11.9558	11.9558	12.529
edge_682	6596	10.8602	10.8602	2.29469
edge_683	7753	7.33105	7.33105	4.51456
edge_684	975	0	0	0
edge_685	913550	39.609	39.609	178.879
edge_686	14913	9.19718	9.19718	5.1811
edge_687	28245	5.64061	5.64061	16.1585
edge_688	6809	1.02853	1.02868	0.826547
edge_689	96836	5.30773	5.30773	2.93876
edge_690	14314	10.8035	10.8035	4.87775
edge_691	3515	1.44577	1.44577	1.21679
edge_692	131776	13.2765	13.2765	24.255
edge_693	10193	3.61167	3.61167	1.61679
edge_694	31002	7.15633	7.15633	2.44521
edge_695	17523	4.80671	4.80677	0.271733
edge_696	6299	1.79964	1.79964	0.16513
edge_697	3378	0	0	0
edge_698	2208	4.72352	4.72352	0.208889
edge_699	6231	2.25144	2.25144	1.88438
edge_700	503	11.2946	11.2946	2.07772
edge_701	141913	83.365	83.365	502.5
edge_702	3071	51.5375	51.5375	56.8158
edge_703	1960	0	0	0
edge_704	106311	2.75796	2.75796	3.44178
edge_705	2197	0.878847	0.878847	0.106527
edge_706	4851	19.9275	19.9275	1.37755
edge_707	3059	23.1574	23.1574	0.722115
edge_708	3336	0.727872	0.727872	0.198138
edge_709	2.71591e+06	18.2783	18.2783	18.2377
edge_710	21006	5.34566	5.34566	10.9318
edge_711	9313	15.557	15.557	4.29022
edge_712	6458	23.7353	23.7353	1.60711
edge_713	12005	1.06251	1.06251	0.775155
edge_714	1182	0	0	0
edge_715	16614	7.8224	7.8224	5.31023
edge_716	15094	0	0	0
edge_717	1995	8.96098	8.96098	0.0418605
edge_718	9749	0	0	0
edge_719	155032	3.02978	3.02978	2.67107
edge_720	9255	0.441955	0.441955	0.246648
edge_721	3041	11.5022	11.5022	2.33382
edge_722	8262	16.1107	16.1108	6.77231
edge_723	2545	0	0	0
edge_724	26703	6.54491	6.54491	5.22147
edge_725	19926	0.930926	0.930926	1.25925
edge_726	16707	17.9549	17.9549	15.286
edge_727	2.27926e+06	400.267	400.267	1768.84
edge_728	1.05482e+06	75.4734	75.4734	107.355
edge_729	171860	3.7272	3.7272	2.53014
edge_730	598977	4.2235	4.2235	4.62436
edge_731	44037	14.9877	14.9877	13.5477
edge_732	11553	12.9673	12.9673	10.9446
edge_733	28977	0.127519	0.127519	0.145772
edge_734	141775	2.51922	2.51922	0.934112
edge_735	15339	2.19725	2.19725	2.46465
edge_736	37903	4.84375	4.84375	11.8621
edge_737	36088	0.046775	0.046775	0.044592
edge_738	36912	20.86	20.86	32.8962
edge_739	42277	4.71389	4.71389	2.80042
edge_740	55373	3.18708	3.18708	2.39124
edge_741	32994	19.036	19.036	4.89402
edge_742	8287	73.1591	73.1591	33.7302
edge_743	37572	74.8027	74.8027	703.414
edge_744	9140	68.5825	68.5825	638.097
edge_745	1460	13.0969	13.0969	4.91414
edge_746	7559	99.7279	99.7279	15.1123
edge_747	103417	98.221	98.221	195.202
edge_748	6643	78.069	78.069	38.5017
edge_749	1388	1.74717	1.74717	0.247272
edge_750	3952	46.2596	46.2596	2.25277
edge_751	685	0	0	0
edge_752	14432	4.83728	4.83728	10.6102
edge_753	1055	0	0	0
edge_754	7212	103.265	103.265	23.3128
edge_755	26375	77.8932	77.8932	203.005
edge_756	166912	89.7974	89.7974	570.235
edge_757	31530	12.5893	12.5893	43.399
edge_758	35696	53.0809	53.0809	28.7967
edge_759	1481	48.1322	48.1322	13.4201
edge_760	1455	54.5877	54.5877	43.0828
edge_761	54259	3.10477	3.10477	1.79488
edge_762	30905	9.02839	9.02839	9.39856
edge_763	115904	5.41443	5.41443	2.98697
edge_764	54971	3.67613	3.67613	3.27556
edge_765	83221	7.03262	7.03262	5.19246
edge_766	20256	0.102308	0.102308	0.152142
edge_767	56929	3.33423	3.33423	1.49043
edge_768	54951	4.01869	4.01869	4.69915
edge_769	561405	11.8824	11.8824	29.6264
edge_770	32013	3.43452	3.43452	3.54712
edge_771	17876	31.1972	31.1972	32.3299
edge_772	1212	0	0	0
edge_773	2101	0	0	0
edge_774	16697	6.17326	6.17326	5.50611
edge_775	9649	0.956943	0.956943	0.569094
edge_776	5458	41.1613	41.1613	15.8422
edge_777	30342	6.08048	6.08048	5.31911
edge_778	85559	4.69994	4.69994	3.04412
edge_779	191868	60.4095	60.4095	61.5129
edge_780	22694	80.1514	80.1514	949.725
edge_781	529960	62.0179	62.0179	60.3372
edge_782	12569	2.54127	2.54127	0.95359
edge_783	6139	6.55218	6.55218	0.39162
edge_784	6439	0	0	0
edge_785	6746	3.01213	3.01213	0.550854
edge_786	7929	0.246433	0.246433	0.185686
edge_787	7255	3.31105	3.31105	18.8128
edge_788	84572	12.0778	12.0778	12.3805
edge_789	8866	2.31161	2.31161	0.75198
edge_790	4486	8.0422	8.0422	4.23415
edge_791	14272	14.8318	14.8318	6.07762
edge_792	135829	8.73714	8.73714	6.61552
edge_793	14486	1.10038	1.10038	1.58716
edge_794	12143	5.62261	5.62261	1.47881
edge_795	2843	10.5503	10.5503	0.264645
edge_796	3528	0	0	0
edge_797	46371	5.73136	5.73136	5.4963
edge_798	8239	6.9937	6.9937	9.50858
edge_799	41488	0.680681	0.680681	0.884325
edge_800	46666	7.72734	7.72734	14.1551
edge_801	562834	7.66503	7.66503	21.198
edge_802	9734	0	0	0
edge_803	3721	10.667	10.667	0.625507
edge_804	4540	7.83713	7.83713	0.438507
edge_805	24009	5.01157	5.01157	6.17688
edge_806	46515	12.7625	12.7625	15.9538
edge_807	2061	13.6745	13.6745	0.763109
edge_808	5010	0.707202	0.707202	0.207125
edge_809	10324	1.65854	1.65854	0.236085
edge_810	2879	2.73397	2.73397	0.264973
edge_811	2877	0.196553	0.196553	0.157979
edge_812	25681	5.87478	5.87478	6.01839
edge_813	26255	8.69083	8.69083	4.03006
edge_814	29431	0.817219	0.817219	1.07766
edge_815	1576	1.26017	1.26017	0.199634
edge_816	4811	0	0	0
edge_817	22695	10.4521	10.4521	10.6827
edge_818	11825	3.96959	3.96959	0.95558
edge_819	1742	0	0	0
edge_820	1823	0	0	0
edge_821	2461	3.98832	3.98832	0.0115518
edge_822	32173	0.775443	0.775443	0.541201
edge_823	19586	13.2291	13.2291	3.98695
edge_824	8943	8.57409	8.57409	1.8276
edge_825	10972	1.97773	1.97773	3.34701
edge_826	6539	0	0	0
edge_827	2508	12.7252	12.7252	2.75425
edge_828	6178	6.4864	6.4864	1.51946
edge_829	5690	0	0	0
edge_830	91086	11.1976	11.1976	20.7864
edge_831	1534	0	0	0
edge_832	6636	3.28677	3.28677	0.741803
edge_833	1783	7.37355	7.37355	3.17901
edge_834	11481	5.38487	5.38487	3.10409
edge_835	4550	23.595	23.595	3.35686
edge_836	3019	0	0	0
edge_837	48839	1.07953	1.07953	0.860205
edge_838	6457	9.47994	9.47994	2.23323
edge_839	1954	2.53492	2.53492	0.293294
edge_840	5497	4.62241	4.62241	0.685897
edge_841	784	0	0	0
edge_842	13210	1.05306	1.05306	0.411574
edge_843	6271	5.74759	5.74759	0.964502
edge_844	55592	10.9475	10.9475	13.691
edge_845	32313	12.3979	12.3979	7.43089
edge_846	9768	10.6758	10.6758	4.50853
edge_847	15138	3.0894	3.0894	3.71907
edge_848	10303	4.45986	4.45996	4.81853
edge_849	15054	2.19807	2.19813	0.542547
edge_850	7850	20.1649	20.1649	2.58451
edge_851	5538	0.277654	0.27784	0.461664
edge_852	32147	8.32547	8.32547	8.91328
edge_853	20809	14.3866	14.3866	4.10391
edge_854	7532	0	0	0
edge_855	13679	3.50647	3.50647	0.401235
edge_856	1424	5.9741	5.9741	4.18532
edge_857	21690	1.652	1.652	1.37481
edge_858	17295	10.8601	10.8601	2.8349
edge_859	1052	0	0	0
edge_860	7180	15.7728	15.7728	0.981678
edge_861	9562	10.3463	10.3463	0.819377
edge_862	7427	0.218771	0.218771	0.17093
edge_863	5376	0	0	0
edge_864	2475	3.22882	3.22882	0.628352
edge_865	2205	5.3129	5.3129	0.218015
edge_866	1.90144e+06	23.266	23.266	1068
edge_867	1537	6.72603	6.72603	0.510747
edge_868	28668	6.35059	6.35059	12.7877
edge_869	17520	7.89695	7.89695	17.1269
edge_870	18628	0.246672	0.246672	0.466189
edge_871	10541	6.79319	6.79319	1.28537
edge_872	8080	12.6144	12.6144	8.73367
edge_873	12102	0	0	0
edge_874	1488	0	0	0
edge_875	2176	1.33416	1.33416	0.223596
edge_876	12925	4.10521	4.10521	2.00534
edge_877	4506	6.35032	6.35032	0.26301
edge_878	36818	9.96684	9.96684	5.79975
edge_879	2508	0	0	0
edge_880	29331	4.73959	4.73959	2.44999
edge_881	1.17144e+06	23.9286	23.9286	33.5756
edge_882	2999	0	0	0
edge_883	2476	2.5589	2.5589	1.63245
edge_884	1998	11.1136	11.1136	9.80947
edge_885	7083	11.4683	11.4683	4.28713
edge_886	6184	0.430229	0.430229	0.24516
edge_887	12298	4.85224	4.85224	2.53833
edge_888	92350	3.57116	3.57116	4.86562
edge_889	42837	5.21405	5.21405	3.68426
edge_890	247895	8.49002	8.49002	7.51984
edge_891	32916	7.49304	7.49304	3.88411
edge_892	23949	7.5188	7.5188	26.8201
edge_893	17275	16.9333	16.9333	3.18757
edge_894	14321	4.30675	4.30675	3.52512
edge_895	7390	108.999	108.999	96.7996
edge_896	2010	4.45591	4.45591	2.28584
edge_897	13651	0	0	0
edge_898	24932	9.45533	9.45533	2.70494
edge_899	578	0	0	0
edge_900	13843	7.27211	7.27211	2.99037
edge_901	1867	0	0	0
edge_902	12886	3.72401	3.72401	0.720907
edge_903	7195	11.8487	11.8487	7.24907
edge_904	4215	15.8138	15.8138	2.04078
edge_905	19797	5.29745	5.29745	5.16921
edge_906	5309	28.6625	28.6625	1.85176
edge_907	3966	0	0	0
edge_908	13093	22.9882	22.9882	4.37018
edge_909	43336	10.0354	10.0354	17.465
edge_910	6435	8.96675	8.96675	0.978083
edge_911	10387	6.43089	6.43089	1.18563
edge_912	2636	38.7711	38.7715	1.54701
edge_913	3194	0	0	0
edge_914	23925	7.07924	7.07924	5.74572
edge_915	25814	7.97549	7.97549	6.46399
edge_916	26146	46.153	46.153	90.4488
edge_917	19214	0.060428	0.060428	0.0567876
edge_918	5765	27.0153	27.0153	9.08809
edge_919	10241	0.162818	0.162818	0.136316
edge_920	13744	23.9313	23.9313	4.04001
edge_921	3615	0	0	0
edge_922	27635	2.48776	2.48776	11.0715
edge_923	24330	32.3904	32.3904	200.316
edge_924	4601	7.28353	7.28353	2.92052
edge_925	2618	0.969611	0.969611	0.0294771
edge_926	14093	31.8453	31.8453	22.1254
edge_927	11748	22.3662	22.3662	22.7316
edge_928	16498	0.26046	0.26046	0.192635
edge_929	16873	8.74658	8.74658	5.68145
edge_930	1451	2.50423	2.505	0.342474
edge_931	3151	32.5128	32.5128	3.46989
edge_932	9129	3.29469	3.29469	3.16175
edge_933	3510	0.610119	0.610119	0.237947
edge_934	10152	8.62568	8.62577	12.8724
edge_935	1632	2.55533	2.55533	0.534759
edge_936	2119	22.9858	22.9858	3.53943
edge_937	4694	0	0	0
edge_938	5798	7.72504	7.72504	0.853226
edge_939	674	0	0	0
edge_940	17197	7.83528	7.83528	0.713982
edge_941	15822	0.414625	0.414625	0.292505
edge_942	263543	13.0575	13.0575	36.4587
edge_943	5537	0	0	0
edge_944	52574	2.82666	2.82666	1.46747
edge_945	10145	0.26073	0.26083	0.486301
edge_946	9308	12.5553	12.5553	1.2043
edge_947	49610	23.7376	23.7376	27.4889
edge_948	63611	2.55724	2.55724	1.01579
edge_949	2108	0.152707	0.152707	0.129451
edge_950	16107	6.51783	6.51783	2.63717
edge_951	576	0.988263	0.988263	0.0116267
edge_952	1.75374e+06	32.2841	32.2841	501.535
edge_953	14630	3.11733	3.11733	1.59475
edge_954	42915	3.54524	3.54524	2.91477
edge_955	50996	7.06309	7.06309	3.09285
edge_956	39873	0.321753	0.321753	0.652179
edge_957	80157	2.6147	2.6147	1.63
edge_958	3570	0.43655	0.43655	0.246057
edge_959	1.01676e+06	730.806	730.806	2004.48
edge_960	51057	5.00739	5.00739	1.74462
edge_961	39762	11.9955	11.9955	9.49521
edge_962	835956	14.9357	14.9357	15.3058
edge_963	36421	2.11362	2.11362	0.728759
edge_964	14716	3.39922	3.39922	1.03061
edge_965	7260	1.56006	1.56006	0.256572
edge_966	3390	17.1056	17.1059	2.86537
edge_967	4819	0	0	0
edge_968	4777	13.6546	13.6546	3.8492
edge_969	7304	0	0	0
edge_970	3501	15.413	15.413	1.3947
edge_971	5638	0	0	0
edge_972	9981	11.7512	11.7512	6.64927
edge_973	7694	3.54467	3.54467	0.885176
edge_974	77699	2.76515	2.76515	1.07727
edge_975	47788	3.0953	3.0953	1.30043
edge_976	4952	2.68659	2.68659	0.715538
edge_977	1195	12.2019	12.2019	0.211108
edge_978	18883	2.29926	2.29926	0.662222
edge_979	45313	5.80557	5.80557	3.85547
edge_980	1.11152e+06	104.533	104.533	148.792
edge_981	59687	2.81653	2.81653	1.76482
edge_982	65914	2.06174	2.06174	0.950768
edge_983	14378	8.9903	8.99037	8.28501
edge_984	22265	1.10753	1.10757	1.74116
edge_985	8711	2.83635	2.83635	0.214691
edge_986	15645	10.3215	10.3215	4.66924
edge_987	36314	3.82259	3.82259	2.54211
edge_988	34136	3.11628	3.11628	0.886178
edge_989	8497	9.43872	9.43872	4.96122
edge_990	13419	5.74293	5.74293	2.58
edge_991	10543	6.32984	6.32984	4.08455
edge_992	20010	2.29089	2.29089	0.406763
edge_993	50326	4.47985	4.47985	1.15506
edge_994	10342	0.377257	0.377257	0.234963
edge_995	6173	0	0	0
edge_996	18392	4.25737	4.25737	3.29461
edge_997	6568	0	0	0
edge_998	1693	4.99222	4.99287	0.00708273
edge_999	2598	0	0	0
edge_1000	89313	1.12727	1.12728	1.51518
edge_1001	9031	2.70668	2.70668	0.213389
edge_1002	27110	37.7052	37.7052	31.1596
edge_1003	15540	9.85049	9.85049	2.03391
edge_1004	8729	0	0	0
edge_1005	321907	15.2015	15.2015	15.6773
edge_1006	28083	0.00572799	0.00572799	0.00569374
edge_1007	17358	1.22298	1.22298	1.03616
edge_1008	15178	10.8275	10.8275	3.46079
edge_1009	29825	2.65533	2.65533	0.319216
edge_1010	31047	2.62003	2.62003	0.838102
edge_1011	36692	3.1998	3.1998	1.89509
edge_1012	7611	5.65018	5.65018	1.0723
edge_1013	9461	0	0	0
edge_1014	18126	1.63257	1.63257	0.47962
edge_1015	24129	3.32491	3.32491	1.7146
edge_1016	40565	27.2092	27.2092	41.0608
edge_1017	1.79909e+06	22.6505	22.6505	25.8374
edge_1018	31319	2.81408	2.81408	0.93767
edge_1019	59619	2.2107	2.2107	0.387023
edge_1020	13269	6.95731	6.95731	0.799513
edge_1021	13628	0.381733	0.381733	0.236039
edge_1022	9100	0	0	0
edge_1023	15781	2.04178	2.04184	0.609234
edge_1024	13340	2.40607	2.40607	0.689349
edge_1025	10366	2.55041	2.55041	0.251808
edge_1026	44336	4.74404	4.74404	4.14997
edge_1027	18583	2.74399	2.74399	0.507087
edge_1028	44728	1.21228	1.21228	0.368701
edge_1029	28650	2.76354	2.76354	1.0863
edge_1030	52556	7.56349	7.56349	16.3665
edge_1031	30691	9.82116	9.82116	22.0376
edge_1032	280748	25.1191	25.1191	34.0827
edge_1033	558904	46.5227	46.5227	116.881
edge_1034	88967	9.083	9.083	5.01664
edge_1035	12699	2.59622	2.59622	1.72798
edge_1036	47142	5.98642	5.98642	4.80577
edge_1037	222280	69.9785	69.9785	88.9222
edge_1038	804947	61.5102	61.5102	147.96
edge_1039	1.16736e+06	15.101	15.101	25.8039
edge_1040	181293	86.9614	86.9614	446.341
edge_1041	37332	91.9914	91.9914	447.764
edge_1042	95529	99.9717	99.9717	51.7129
edge_1043	50710	97.4346	97.4346	271.31
edge_1044	293204	87.3312	87.3312	510.921
edge_1045	185965	96.2631	96.2631	216.697
edge_1046	29009	18.3806	18.3806	16.5771
edge_1047	32111	16.032	16.032	14.4565
edge_1048	10763	14.924	14.924	5.6058
edge_1049	4238	1.76027	1.76027	2.31991
edge_1050	6426	0.272148	0.272307	0.198184
edge_1051	35716	33.0548	33.0548	17.769
edge_1052	88726	36.3538	36.3538	185.202
edge_1053	266489	31.1699	31.1699	57.1178
edge_1054	46893	21.4673	21.4674	70.7786
edge_1055	47704	21.6496	21.6496	20.2779
edge_1056	19290	9.7546	9.7546	8.22082
edge_1057	189350	8.48549	8.48549	5.55053
edge_1058	292729	4.83402	4.83402	5.83057
edge_1059	51655	6.9024	6.9024	4.3751
edge_1060	19306	7.29964	7.29964	2.4641
edge_1061	31166	8.6859	8.6859	7.07958
edge_1062	75630	4.96423	4.96423	5.97297
edge_1063	110809	12.5928	12.5928	20.3493
edge_1064	790047	15.1694	15.1694	15.902
edge_1065	24377	8.8001	8.8001	28.2742
edge_1066	12510	1.47799	1.47799	0.647461
edge_1067	17861	9.69516	9.69516	4.09464
edge_1068	49609	8.1015	8.1015	5.69663
edge_1069	63178	11.4324	11.4324	14.0791
edge_1070	26280	7.69767	7.69767	9.96544
edge_1071	203734	7.84774	7.84774	8.229
edge_1072	116610	8.88475	8.88475	7.31173
edge_1073	529197	14.8706	14.8706	17.4131
edge_1074	23763	12.0825	12.0825	17.2768
edge_1075	220780	95.0065	95.0065	251.554
edge_1076	186825	92.0898	92.0898	330.838
edge_1077	16935	37.3781	37.3781	9.75473
edge_1078	21862	28.4364	28.4364	64.6693
edge_1079	100667	6.60889	6.60889	9.25687
edge_1080	2.94688e+06	16.7465	16.7465	16.6578
edge_1081	27194	6.89842	6.89842	2.80026
edge_1082	13727	7.97157	7.97157	2.08024
edge_1083	15875	6.88191	6.88191	10.4344
edge_1084	38743	6.14189	6.14189	6.0196
edge_1085	4071	0	0	0
edge_1086	15132	6.59178	6.59178	6.57558
edge_1087	46677	7.50048	7.50048	5.14554
edge_1088	256248	12.6068	12.6068	31.7586
edge_1089	374246	14.6846	14.6846	18.1219
edge_1090	422220	14.9138	14.9138	16.9997
edge_1091	192199	14.8116	14.8116	13.08
edge_1092	16998	15.0205	15.0205	2.21506
edge_1093	293297	14.2731	14.2731	16.8724
edge_1094	105384	7.27045	7.27045	4.87275
edge_1095	108558	7.30591	7.30591	5.69414
edge_1096	24548	8.53599	8.53599	12.9136
edge_1097	53844	3.61327	3.61327	2.83858
edge_1098	22116	14.2553	14.2553	61.8907
edge_1099	271539	41.9115	41.9115	139.645
edge_1100	74452	13.5001	13.5001	37.9853
edge_1101	13076	21.2281	21.2281	19.5192
edge_1102	10470	11.2331	11.2331	6.39118
edge_1103	327696	13.7604	13.7604	29.0076
edge_1104	11797	5.07908	5.07908	7.00473
edge_1105	389647	12.8376	12.8376	28.9288
edge_1106	24731	18.2983	18.2983	80.9714
edge_1107	57301	23.9151	23.9151	16.6262
edge_1108	18298	6.80984	6.80984	2.20251
edge_1109	4794	25.8267	25.8267	1.24575
edge_1110	26089	11.5683	11.5683	29.4106
edge_1111	9281	13.4543	13.4543	2.18969
edge_1112	35770	12.6596	12.6596	25.1788
edge_1113	119115	5.98901	5.98901	5.61279
edge_1114	53308	6.82283	6.82283	13.1297
edge_1115	9736	29.338	29.338	7.12616
edge_1116	33483	12.3898	12.3898	3.47811
edge_1117	6545	0.501798	0.501798	0.25005
edge_1118	20338	7.16272	7.16272	1.29789
edge_1119	93416	7.90291	7.90291	7.70269
edge_1120	44629	7.142	7.142	6.79299
edge_1121	114437	77.5712	77.5712	518.951
edge_1122	39469	16.8801	16.8801	15.496
edge_1123	19385	7.69036	7.69036	4.7031
edge_1124	46218	19.1628	19.1628	6.16525
edge_1125	6554	2.76234	2.76234	1.85585
edge_1126	38293	3.58273	3.58273	2.40101
edge_1127	25175	10.9262	10.9262	40.2206
edge_1128	173135	44.7898	44.7898	101.994
edge_1129	625201	22.587	22.587	59.5493
edge_1130	166079	14.0865	14.0865	13.6873
edge_1131	3421	0	0	0
edge_1132	81465	7.8107	7.8107	25.3604
edge_1133	203395	19.0061	19.0061	19.3043
edge_1134	55941	90.862	90.862	164.05
edge_1135	22803	98.8146	98.8146	39.032
edge_1136	27931	29.2854	29.2854	38.0526
edge_1137	46855	1.31403	1.31403	1.14709
edge_1138	19660	1.66858	1.66858	1.07621
edge_1139	13633	4.75829	4.75829	3.21115
edge_1140	14851	16.503	16.503	11.9541
edge_1141	22135	5.7401	5.7401	1.91212
edge_1142	11874	7.9159	7.9159	8.93997
edge_1143	163747	13.4993	13.4993	10.9277
edge_1144	5722	36.9167	36.9169	4.13369
edge_1145	25932	11.6761	11.6761	17.2186
edge_1146	14372	5.31634	5.31634	6.76177
edge_1147	28371	22.7055	22.7055	10.3277
edge_1148	3548	3.83608	3.83608	0.168296
edge_1149	50399	4.91785	4.91785	4.4208
edge_1150	13735	16.1079	16.1079	1.52414
